SampleUniqueStr	Sample1	Sample2	Sim_NumSNPs	Sim_SNPs_selectionMethod	Sample2_fraction	Sim_reads_per_SNP	Replicate	ibd_m1	ibd_m2	sim_pops
Sim1460	I2_BC	I3_BC	2000000	Random	0.0275	1	1	100	100	MXL
Sim1461	I2_BC	I3_BC	2000000	Random	0.03	1	1	100	100	MXL
Sim1462	I2_BC	I3_BC	2000000	Random	0.0325	1	1	100	100	MXL
Sim1463	I2_BC	I3_BC	2000000	Random	0.035	1	1	100	100	MXL
Sim1464	I2_BC	I3_BC	2000000	Random	0.0375	1	1	100	100	MXL
Sim1465	I2_BC	I3_BC	2000000	Random	0.04	1	1	100	100	MXL
Sim1466	I2_BC	I3_BC	2000000	Random	0.0425	1	1	100	100	MXL
Sim1467	I2_BC	I3_BC	2000000	Random	0.045	1	1	100	100	MXL
Sim1468	I2_BC	I3_BC	2000000	Random	0.0475	1	1	100	100	MXL
Sim1469	I2_BC	I3_BC	2000000	Random	0.05	1	1	100	100	MXL
Sim1470	I2_BC	I3_BC	2000000	Random	0.06	1	1	100	100	MXL
Sim1471	I2_BC	I3_BC	2000000	Random	0.07	1	1	100	100	MXL
Sim1472	I2_BC	I3_BC	2000000	Random	0.08	1	1	100	100	MXL
Sim1473	I2_BC	I3_BC	2000000	Random	0.09	1	1	100	100	MXL
Sim1474	I2_BC	I3_BC	2000000	Random	0.1	1	1	100	100	MXL
Sim1475	I2_BC	I3_BC	2000000	Random	0.15	1	1	100	100	MXL
Sim1476	I2_BC	I3_BC	2000000	Random	0.2	1	1	100	100	MXL
Sim1477	I2_BC	I3_BC	2000000	Random	0.25	1	1	100	100	MXL
Sim1478	I2_BC	I3_BC	2000000	Random	0.3	1	1	100	100	MXL
Sim1479	I2_BC	I3_BC	2000000	Random	0.35	1	1	100	100	MXL
Sim1480	I2_BC	I3_BC	2000000	Random	0.4	1	1	100	100	MXL
Sim1481	I2_BC	I3_BC	2000000	Random	0.45	1	1	100	100	MXL
Sim1482	I2_BC	I3_BC	2000000	Random	0.5	1	1	100	100	MXL
Sim1483	I2_BC	I3_BC	2000000	Random	0.6	1	1	100	100	MXL
Sim1484	I2_BC	I3_BC	2000000	Random	0.7	1	1	100	100	MXL
Sim1485	I2_BC	I3_BC	2000000	Random	0.8	1	1	100	100	MXL
Sim1486	I2_BC	I3_BC	2000000	Random	0.9	1	1	100	100	MXL
Sim1487	I2_BC	I3_BC	2000000	Random	0.95	1	1	100	100	MXL
Sim1488	I2_BC	I3_BC	2000000	Random	1	1	1	100	100	MXL
Sim1550	I8_BC	I2_BC	2000000	Random	0	0.5	1	100	100	SAS
Sim1551	I8_BC	I2_BC	2000000	Random	0.0001	0.5	1	100	100	SAS
Sim1552	I8_BC	I2_BC	2000000	Random	0.0002	0.5	1	100	100	SAS
Sim1553	I8_BC	I2_BC	2000000	Random	0.0003	0.5	1	100	100	SAS
Sim1554	I8_BC	I2_BC	2000000	Random	0.0004	0.5	1	100	100	SAS
Sim1555	I8_BC	I2_BC	2000000	Random	0.0005	0.5	1	100	100	SAS
Sim1556	I8_BC	I2_BC	2000000	Random	0.0006	0.5	1	100	100	SAS
Sim1557	I8_BC	I2_BC	2000000	Random	0.0007	0.5	1	100	100	SAS
Sim1558	I8_BC	I2_BC	2000000	Random	0.0008	0.5	1	100	100	SAS
Sim1559	I8_BC	I2_BC	2000000	Random	0.0009	0.5	1	100	100	SAS
Sim1560	I8_BC	I2_BC	2000000	Random	0.001	0.5	1	100	100	SAS
Sim1561	I8_BC	I2_BC	2000000	Random	0.002	0.5	1	100	100	SAS
Sim1562	I8_BC	I2_BC	2000000	Random	0.003	0.5	1	100	100	SAS
Sim1563	I8_BC	I2_BC	2000000	Random	0.004	0.5	1	100	100	SAS
Sim1564	I8_BC	I2_BC	2000000	Random	0.005	0.5	1	100	100	SAS
Sim1565	I8_BC	I2_BC	2000000	Random	0.006	0.5	1	100	100	SAS
Sim1566	I8_BC	I2_BC	2000000	Random	0.007	0.5	1	100	100	SAS
Sim1567	I8_BC	I2_BC	2000000	Random	0.008	0.5	1	100	100	SAS
Sim1568	I8_BC	I2_BC	2000000	Random	0.009	0.5	1	100	100	SAS
Sim1569	I8_BC	I2_BC	2000000	Random	0.01	0.5	1	100	100	SAS
Sim1570	I8_BC	I2_BC	2000000	Random	0.011	0.5	1	100	100	SAS
Sim1571	I8_BC	I2_BC	2000000	Random	0.012	0.5	1	100	100	SAS
Sim1572	I8_BC	I2_BC	2000000	Random	0.013	0.5	1	100	100	SAS
Sim1573	I8_BC	I2_BC	2000000	Random	0.014	0.5	1	100	100	SAS
Sim1574	I8_BC	I2_BC	2000000	Random	0.015	0.5	1	100	100	SAS
Sim1575	I8_BC	I2_BC	2000000	Random	0.016	0.5	1	100	100	SAS
Sim1576	I8_BC	I2_BC	2000000	Random	0.017	0.5	1	100	100	SAS
Sim1577	I8_BC	I2_BC	2000000	Random	0.018	0.5	1	100	100	SAS
Sim1578	I8_BC	I2_BC	2000000	Random	0.019	0.5	1	100	100	SAS
Sim1579	I8_BC	I2_BC	2000000	Random	0.02	0.5	1	100	100	SAS
Sim1580	I8_BC	I2_BC	2000000	Random	0.0225	0.5	1	100	100	SAS
Sim1581	I8_BC	I2_BC	2000000	Random	0.025	0.5	1	100	100	SAS
Sim1582	I8_BC	I2_BC	2000000	Random	0.0275	0.5	1	100	100	SAS
Sim1583	I8_BC	I2_BC	2000000	Random	0.03	0.5	1	100	100	SAS
Sim1584	I8_BC	I2_BC	2000000	Random	0.0325	0.5	1	100	100	SAS
Sim1585	I8_BC	I2_BC	2000000	Random	0.035	0.5	1	100	100	SAS
Sim1586	I8_BC	I2_BC	2000000	Random	0.0375	0.5	1	100	100	SAS
Sim1587	I8_BC	I2_BC	2000000	Random	0.04	0.5	1	100	100	SAS
Sim1588	I8_BC	I2_BC	2000000	Random	0.0425	0.5	1	100	100	SAS
Sim1589	I8_BC	I2_BC	2000000	Random	0.045	0.5	1	100	100	SAS
Sim1590	I8_BC	I2_BC	2000000	Random	0.0475	0.5	1	100	100	SAS
Sim1591	I8_BC	I2_BC	2000000	Random	0.05	0.5	1	100	100	SAS
Sim1592	I8_BC	I2_BC	2000000	Random	0.06	0.5	1	100	100	SAS
Sim1593	I8_BC	I2_BC	2000000	Random	0.07	0.5	1	100	100	SAS
Sim1594	I8_BC	I2_BC	2000000	Random	0.08	0.5	1	100	100	SAS
Sim1595	I8_BC	I2_BC	2000000	Random	0.09	0.5	1	100	100	SAS
Sim1596	I8_BC	I2_BC	2000000	Random	0.1	0.5	1	100	100	SAS
Sim1597	I8_BC	I2_BC	2000000	Random	0.15	0.5	1	100	100	SAS
Sim1598	I8_BC	I2_BC	2000000	Random	0.2	0.5	1	100	100	SAS
Sim1599	I8_BC	I2_BC	2000000	Random	0.25	0.5	1	100	100	SAS
Sim1600	I8_BC	I2_BC	2000000	Random	0.3	0.5	1	100	100	SAS
Sim1601	I8_BC	I2_BC	2000000	Random	0.35	0.5	1	100	100	SAS
Sim1602	I8_BC	I2_BC	2000000	Random	0.4	0.5	1	100	100	SAS
Sim1603	I8_BC	I2_BC	2000000	Random	0.45	0.5	1	100	100	SAS
Sim1604	I8_BC	I2_BC	2000000	Random	0.5	0.5	1	100	100	SAS
Sim1605	I8_BC	I2_BC	2000000	Random	0.6	0.5	1	100	100	SAS
Sim1606	I8_BC	I2_BC	2000000	Random	0.7	0.5	1	100	100	SAS
Sim1607	I8_BC	I2_BC	2000000	Random	0.8	0.5	1	100	100	SAS
Sim1608	I8_BC	I2_BC	2000000	Random	0.9	0.5	1	100	100	SAS
Sim1609	I8_BC	I2_BC	2000000	Random	0.95	0.5	1	100	100	SAS
Sim1610	I8_BC	I2_BC	2000000	Random	1	0.5	1	100	100	SAS
Sim1611	I8_BC	I3_BC	2000000	Random	0	0.5	1	100	100	MXL
Sim1612	I8_BC	I3_BC	2000000	Random	0.0001	0.5	1	100	100	MXL
Sim1613	I8_BC	I3_BC	2000000	Random	0.0002	0.5	1	100	100	MXL
Sim1614	I8_BC	I3_BC	2000000	Random	0.0003	0.5	1	100	100	MXL
Sim1615	I8_BC	I3_BC	2000000	Random	0.0004	0.5	1	100	100	MXL
Sim1616	I8_BC	I3_BC	2000000	Random	0.0005	0.5	1	100	100	MXL
Sim1617	I8_BC	I3_BC	2000000	Random	0.0006	0.5	1	100	100	MXL
Sim1618	I8_BC	I3_BC	2000000	Random	0.0007	0.5	1	100	100	MXL
Sim1619	I8_BC	I3_BC	2000000	Random	0.0008	0.5	1	100	100	MXL
Sim1620	I8_BC	I3_BC	2000000	Random	0.0009	0.5	1	100	100	MXL
Sim1621	I8_BC	I3_BC	2000000	Random	0.001	0.5	1	100	100	MXL
Sim1622	I8_BC	I3_BC	2000000	Random	0.002	0.5	1	100	100	MXL
Sim1623	I8_BC	I3_BC	2000000	Random	0.003	0.5	1	100	100	MXL
Sim1624	I8_BC	I3_BC	2000000	Random	0.004	0.5	1	100	100	MXL
Sim1625	I8_BC	I3_BC	2000000	Random	0.005	0.5	1	100	100	MXL
Sim1626	I8_BC	I3_BC	2000000	Random	0.006	0.5	1	100	100	MXL
Sim1627	I8_BC	I3_BC	2000000	Random	0.007	0.5	1	100	100	MXL
Sim1628	I8_BC	I3_BC	2000000	Random	0.008	0.5	1	100	100	MXL
Sim1629	I8_BC	I3_BC	2000000	Random	0.009	0.5	1	100	100	MXL
Sim1630	I8_BC	I3_BC	2000000	Random	0.01	0.5	1	100	100	MXL
Sim1631	I8_BC	I3_BC	2000000	Random	0.011	0.5	1	100	100	MXL
Sim1632	I8_BC	I3_BC	2000000	Random	0.012	0.5	1	100	100	MXL
Sim1633	I8_BC	I3_BC	2000000	Random	0.013	0.5	1	100	100	MXL
Sim1634	I8_BC	I3_BC	2000000	Random	0.014	0.5	1	100	100	MXL
Sim1635	I8_BC	I3_BC	2000000	Random	0.015	0.5	1	100	100	MXL
Sim1636	I8_BC	I3_BC	2000000	Random	0.016	0.5	1	100	100	MXL
Sim1637	I8_BC	I3_BC	2000000	Random	0.017	0.5	1	100	100	MXL
Sim1638	I8_BC	I3_BC	2000000	Random	0.018	0.5	1	100	100	MXL
Sim1639	I8_BC	I3_BC	2000000	Random	0.019	0.5	1	100	100	MXL
Sim1640	I8_BC	I3_BC	2000000	Random	0.02	0.5	1	100	100	MXL
Sim1641	I8_BC	I3_BC	2000000	Random	0.0225	0.5	1	100	100	MXL
Sim1642	I8_BC	I3_BC	2000000	Random	0.025	0.5	1	100	100	MXL
Sim1643	I8_BC	I3_BC	2000000	Random	0.0275	0.5	1	100	100	MXL
Sim1644	I8_BC	I3_BC	2000000	Random	0.03	0.5	1	100	100	MXL
Sim1645	I8_BC	I3_BC	2000000	Random	0.0325	0.5	1	100	100	MXL
Sim1646	I8_BC	I3_BC	2000000	Random	0.035	0.5	1	100	100	MXL
Sim1647	I8_BC	I3_BC	2000000	Random	0.0375	0.5	1	100	100	MXL
Sim1648	I8_BC	I3_BC	2000000	Random	0.04	0.5	1	100	100	MXL
Sim1649	I8_BC	I3_BC	2000000	Random	0.0425	0.5	1	100	100	MXL
Sim1650	I8_BC	I3_BC	2000000	Random	0.045	0.5	1	100	100	MXL
Sim1651	I8_BC	I3_BC	2000000	Random	0.0475	0.5	1	100	100	MXL
Sim1652	I8_BC	I3_BC	2000000	Random	0.05	0.5	1	100	100	MXL
Sim1653	I8_BC	I3_BC	2000000	Random	0.06	0.5	1	100	100	MXL
Sim1654	I8_BC	I3_BC	2000000	Random	0.07	0.5	1	100	100	MXL
Sim1655	I8_BC	I3_BC	2000000	Random	0.08	0.5	1	100	100	MXL
Sim1656	I8_BC	I3_BC	2000000	Random	0.09	0.5	1	100	100	MXL
Sim1657	I8_BC	I3_BC	2000000	Random	0.1	0.5	1	100	100	MXL
Sim1658	I8_BC	I3_BC	2000000	Random	0.15	0.5	1	100	100	MXL
Sim1659	I8_BC	I3_BC	2000000	Random	0.2	0.5	1	100	100	MXL
Sim1660	I8_BC	I3_BC	2000000	Random	0.25	0.5	1	100	100	MXL
Sim1661	I8_BC	I3_BC	2000000	Random	0.3	0.5	1	100	100	MXL
Sim1662	I8_BC	I3_BC	2000000	Random	0.35	0.5	1	100	100	MXL
Sim1663	I8_BC	I3_BC	2000000	Random	0.4	0.5	1	100	100	MXL
Sim1664	I8_BC	I3_BC	2000000	Random	0.45	0.5	1	100	100	MXL
Sim1665	I8_BC	I3_BC	2000000	Random	0.5	0.5	1	100	100	MXL
Sim1666	I8_BC	I3_BC	2000000	Random	0.6	0.5	1	100	100	MXL
Sim1667	I8_BC	I3_BC	2000000	Random	0.7	0.5	1	100	100	MXL
Sim1668	I8_BC	I3_BC	2000000	Random	0.8	0.5	1	100	100	MXL
Sim1669	I8_BC	I3_BC	2000000	Random	0.9	0.5	1	100	100	MXL
Sim1670	I8_BC	I3_BC	2000000	Random	0.95	0.5	1	100	100	MXL
Sim1671	I8_BC	I3_BC	2000000	Random	1	0.5	1	100	100	MXL
Sim1672	I2_BC	I3_BC	2000000	Random	0	0.5	1	100	100	MXL
Sim1673	I2_BC	I3_BC	2000000	Random	0.0001	0.5	1	100	100	MXL
Sim1674	I2_BC	I3_BC	2000000	Random	0.0002	0.5	1	100	100	MXL
Sim1675	I2_BC	I3_BC	2000000	Random	0.0003	0.5	1	100	100	MXL
Sim1676	I2_BC	I3_BC	2000000	Random	0.0004	0.5	1	100	100	MXL
Sim1677	I2_BC	I3_BC	2000000	Random	0.0005	0.5	1	100	100	MXL
Sim1678	I2_BC	I3_BC	2000000	Random	0.0006	0.5	1	100	100	MXL
Sim1679	I2_BC	I3_BC	2000000	Random	0.0007	0.5	1	100	100	MXL
Sim1680	I2_BC	I3_BC	2000000	Random	0.0008	0.5	1	100	100	MXL
Sim1681	I2_BC	I3_BC	2000000	Random	0.0009	0.5	1	100	100	MXL
Sim1682	I2_BC	I3_BC	2000000	Random	0.001	0.5	1	100	100	MXL
Sim1683	I2_BC	I3_BC	2000000	Random	0.002	0.5	1	100	100	MXL
Sim1684	I2_BC	I3_BC	2000000	Random	0.003	0.5	1	100	100	MXL
Sim1685	I2_BC	I3_BC	2000000	Random	0.004	0.5	1	100	100	MXL
Sim1686	I2_BC	I3_BC	2000000	Random	0.005	0.5	1	100	100	MXL
Sim1687	I2_BC	I3_BC	2000000	Random	0.006	0.5	1	100	100	MXL
Sim1688	I2_BC	I3_BC	2000000	Random	0.007	0.5	1	100	100	MXL
Sim1689	I2_BC	I3_BC	2000000	Random	0.008	0.5	1	100	100	MXL
Sim1690	I2_BC	I3_BC	2000000	Random	0.009	0.5	1	100	100	MXL
Sim1691	I2_BC	I3_BC	2000000	Random	0.01	0.5	1	100	100	MXL
Sim1692	I2_BC	I3_BC	2000000	Random	0.011	0.5	1	100	100	MXL
Sim1693	I2_BC	I3_BC	2000000	Random	0.012	0.5	1	100	100	MXL
Sim1694	I2_BC	I3_BC	2000000	Random	0.013	0.5	1	100	100	MXL
Sim1695	I2_BC	I3_BC	2000000	Random	0.014	0.5	1	100	100	MXL
Sim1696	I2_BC	I3_BC	2000000	Random	0.015	0.5	1	100	100	MXL
Sim1697	I2_BC	I3_BC	2000000	Random	0.016	0.5	1	100	100	MXL
Sim1698	I2_BC	I3_BC	2000000	Random	0.017	0.5	1	100	100	MXL
Sim1699	I2_BC	I3_BC	2000000	Random	0.018	0.5	1	100	100	MXL
Sim1700	I2_BC	I3_BC	2000000	Random	0.019	0.5	1	100	100	MXL
Sim1701	I2_BC	I3_BC	2000000	Random	0.02	0.5	1	100	100	MXL
Sim1702	I2_BC	I3_BC	2000000	Random	0.0225	0.5	1	100	100	MXL
Sim1703	I2_BC	I3_BC	2000000	Random	0.025	0.5	1	100	100	MXL
Sim1704	I2_BC	I3_BC	2000000	Random	0.0275	0.5	1	100	100	MXL
Sim1705	I2_BC	I3_BC	2000000	Random	0.03	0.5	1	100	100	MXL
Sim1706	I2_BC	I3_BC	2000000	Random	0.0325	0.5	1	100	100	MXL
Sim1707	I2_BC	I3_BC	2000000	Random	0.035	0.5	1	100	100	MXL
Sim1708	I2_BC	I3_BC	2000000	Random	0.0375	0.5	1	100	100	MXL
Sim1709	I2_BC	I3_BC	2000000	Random	0.04	0.5	1	100	100	MXL
Sim1710	I2_BC	I3_BC	2000000	Random	0.0425	0.5	1	100	100	MXL
Sim1711	I2_BC	I3_BC	2000000	Random	0.045	0.5	1	100	100	MXL
Sim1712	I2_BC	I3_BC	2000000	Random	0.0475	0.5	1	100	100	MXL
Sim1713	I2_BC	I3_BC	2000000	Random	0.05	0.5	1	100	100	MXL
Sim1714	I2_BC	I3_BC	2000000	Random	0.06	0.5	1	100	100	MXL
Sim1715	I2_BC	I3_BC	2000000	Random	0.07	0.5	1	100	100	MXL
Sim1716	I2_BC	I3_BC	2000000	Random	0.08	0.5	1	100	100	MXL
Sim1717	I2_BC	I3_BC	2000000	Random	0.09	0.5	1	100	100	MXL
Sim1718	I2_BC	I3_BC	2000000	Random	0.1	0.5	1	100	100	MXL
Sim1719	I2_BC	I3_BC	2000000	Random	0.15	0.5	1	100	100	MXL
Sim1720	I2_BC	I3_BC	2000000	Random	0.2	0.5	1	100	100	MXL
Sim1721	I2_BC	I3_BC	2000000	Random	0.25	0.5	1	100	100	MXL
Sim1722	I2_BC	I3_BC	2000000	Random	0.3	0.5	1	100	100	MXL
Sim1723	I2_BC	I3_BC	2000000	Random	0.35	0.5	1	100	100	MXL
Sim1724	I2_BC	I3_BC	2000000	Random	0.4	0.5	1	100	100	MXL
Sim1725	I2_BC	I3_BC	2000000	Random	0.45	0.5	1	100	100	MXL
Sim1726	I2_BC	I3_BC	2000000	Random	0.5	0.5	1	100	100	MXL
Sim1727	I2_BC	I3_BC	2000000	Random	0.6	0.5	1	100	100	MXL
Sim1728	I2_BC	I3_BC	2000000	Random	0.7	0.5	1	100	100	MXL
Sim1729	I2_BC	I3_BC	2000000	Random	0.8	0.5	1	100	100	MXL
Sim1730	I2_BC	I3_BC	2000000	Random	0.9	0.5	1	100	100	MXL
Sim1731	I2_BC	I3_BC	2000000	Random	0.95	0.5	1	100	100	MXL
Sim1732	I2_BC	I3_BC	2000000	Random	1	0.5	1	100	100	MXL
Sim1794	I8_BC	I2_BC	2000000	Random	0	0.33	1	100	100	SAS
Sim1795	I8_BC	I2_BC	2000000	Random	0.0001	0.33	1	100	100	SAS
Sim1796	I8_BC	I2_BC	2000000	Random	0.0002	0.33	1	100	100	SAS
Sim1797	I8_BC	I2_BC	2000000	Random	0.0003	0.33	1	100	100	SAS
Sim1798	I8_BC	I2_BC	2000000	Random	0.0004	0.33	1	100	100	SAS
Sim1799	I8_BC	I2_BC	2000000	Random	0.0005	0.33	1	100	100	SAS
Sim1800	I8_BC	I2_BC	2000000	Random	0.0006	0.33	1	100	100	SAS
Sim1801	I8_BC	I2_BC	2000000	Random	0.0007	0.33	1	100	100	SAS
Sim1802	I8_BC	I2_BC	2000000	Random	0.0008	0.33	1	100	100	SAS
Sim1803	I8_BC	I2_BC	2000000	Random	0.0009	0.33	1	100	100	SAS
Sim1804	I8_BC	I2_BC	2000000	Random	0.001	0.33	1	100	100	SAS
Sim1805	I8_BC	I2_BC	2000000	Random	0.002	0.33	1	100	100	SAS
Sim1806	I8_BC	I2_BC	2000000	Random	0.003	0.33	1	100	100	SAS
Sim1807	I8_BC	I2_BC	2000000	Random	0.004	0.33	1	100	100	SAS
Sim1808	I8_BC	I2_BC	2000000	Random	0.005	0.33	1	100	100	SAS
Sim1809	I8_BC	I2_BC	2000000	Random	0.006	0.33	1	100	100	SAS
Sim1810	I8_BC	I2_BC	2000000	Random	0.007	0.33	1	100	100	SAS
Sim1811	I8_BC	I2_BC	2000000	Random	0.008	0.33	1	100	100	SAS
Sim1812	I8_BC	I2_BC	2000000	Random	0.009	0.33	1	100	100	SAS
Sim1813	I8_BC	I2_BC	2000000	Random	0.01	0.33	1	100	100	SAS
Sim1814	I8_BC	I2_BC	2000000	Random	0.011	0.33	1	100	100	SAS
Sim1815	I8_BC	I2_BC	2000000	Random	0.012	0.33	1	100	100	SAS
Sim1816	I8_BC	I2_BC	2000000	Random	0.013	0.33	1	100	100	SAS
Sim1817	I8_BC	I2_BC	2000000	Random	0.014	0.33	1	100	100	SAS
Sim1818	I8_BC	I2_BC	2000000	Random	0.015	0.33	1	100	100	SAS
Sim1819	I8_BC	I2_BC	2000000	Random	0.016	0.33	1	100	100	SAS
Sim1820	I8_BC	I2_BC	2000000	Random	0.017	0.33	1	100	100	SAS
Sim1821	I8_BC	I2_BC	2000000	Random	0.018	0.33	1	100	100	SAS
Sim1822	I8_BC	I2_BC	2000000	Random	0.019	0.33	1	100	100	SAS
Sim1823	I8_BC	I2_BC	2000000	Random	0.02	0.33	1	100	100	SAS
Sim1824	I8_BC	I2_BC	2000000	Random	0.0225	0.33	1	100	100	SAS
Sim1825	I8_BC	I2_BC	2000000	Random	0.025	0.33	1	100	100	SAS
Sim1826	I8_BC	I2_BC	2000000	Random	0.0275	0.33	1	100	100	SAS
Sim1827	I8_BC	I2_BC	2000000	Random	0.03	0.33	1	100	100	SAS
Sim1828	I8_BC	I2_BC	2000000	Random	0.0325	0.33	1	100	100	SAS
Sim1829	I8_BC	I2_BC	2000000	Random	0.035	0.33	1	100	100	SAS
Sim1830	I8_BC	I2_BC	2000000	Random	0.0375	0.33	1	100	100	SAS
Sim1831	I8_BC	I2_BC	2000000	Random	0.04	0.33	1	100	100	SAS
Sim1832	I8_BC	I2_BC	2000000	Random	0.0425	0.33	1	100	100	SAS
Sim1833	I8_BC	I2_BC	2000000	Random	0.045	0.33	1	100	100	SAS
Sim1834	I8_BC	I2_BC	2000000	Random	0.0475	0.33	1	100	100	SAS
Sim1835	I8_BC	I2_BC	2000000	Random	0.05	0.33	1	100	100	SAS
Sim1836	I8_BC	I2_BC	2000000	Random	0.06	0.33	1	100	100	SAS
Sim1837	I8_BC	I2_BC	2000000	Random	0.07	0.33	1	100	100	SAS
Sim1838	I8_BC	I2_BC	2000000	Random	0.08	0.33	1	100	100	SAS
Sim1839	I8_BC	I2_BC	2000000	Random	0.09	0.33	1	100	100	SAS
Sim1840	I8_BC	I2_BC	2000000	Random	0.1	0.33	1	100	100	SAS
Sim1841	I8_BC	I2_BC	2000000	Random	0.15	0.33	1	100	100	SAS
Sim1842	I8_BC	I2_BC	2000000	Random	0.2	0.33	1	100	100	SAS
Sim1843	I8_BC	I2_BC	2000000	Random	0.25	0.33	1	100	100	SAS
Sim1844	I8_BC	I2_BC	2000000	Random	0.3	0.33	1	100	100	SAS
Sim1845	I8_BC	I2_BC	2000000	Random	0.35	0.33	1	100	100	SAS
Sim1846	I8_BC	I2_BC	2000000	Random	0.4	0.33	1	100	100	SAS
Sim1847	I8_BC	I2_BC	2000000	Random	0.45	0.33	1	100	100	SAS
Sim1848	I8_BC	I2_BC	2000000	Random	0.5	0.33	1	100	100	SAS
Sim1849	I8_BC	I2_BC	2000000	Random	0.6	0.33	1	100	100	SAS
Sim1850	I8_BC	I2_BC	2000000	Random	0.7	0.33	1	100	100	SAS
Sim1851	I8_BC	I2_BC	2000000	Random	0.8	0.33	1	100	100	SAS
Sim1852	I8_BC	I2_BC	2000000	Random	0.9	0.33	1	100	100	SAS
Sim1853	I8_BC	I2_BC	2000000	Random	0.95	0.33	1	100	100	SAS
Sim1854	I8_BC	I2_BC	2000000	Random	1	0.33	1	100	100	SAS
Sim1855	I8_BC	I3_BC	2000000	Random	0	0.33	1	100	100	MXL
Sim1856	I8_BC	I3_BC	2000000	Random	0.0001	0.33	1	100	100	MXL
Sim1857	I8_BC	I3_BC	2000000	Random	0.0002	0.33	1	100	100	MXL
Sim1858	I8_BC	I3_BC	2000000	Random	0.0003	0.33	1	100	100	MXL
Sim1859	I8_BC	I3_BC	2000000	Random	0.0004	0.33	1	100	100	MXL
Sim1860	I8_BC	I3_BC	2000000	Random	0.0005	0.33	1	100	100	MXL
Sim1861	I8_BC	I3_BC	2000000	Random	0.0006	0.33	1	100	100	MXL
Sim1862	I8_BC	I3_BC	2000000	Random	0.0007	0.33	1	100	100	MXL
Sim1863	I8_BC	I3_BC	2000000	Random	0.0008	0.33	1	100	100	MXL
Sim1864	I8_BC	I3_BC	2000000	Random	0.0009	0.33	1	100	100	MXL
Sim1865	I8_BC	I3_BC	2000000	Random	0.001	0.33	1	100	100	MXL
Sim1866	I8_BC	I3_BC	2000000	Random	0.002	0.33	1	100	100	MXL
Sim1867	I8_BC	I3_BC	2000000	Random	0.003	0.33	1	100	100	MXL
Sim1868	I8_BC	I3_BC	2000000	Random	0.004	0.33	1	100	100	MXL
Sim1869	I8_BC	I3_BC	2000000	Random	0.005	0.33	1	100	100	MXL
Sim1870	I8_BC	I3_BC	2000000	Random	0.006	0.33	1	100	100	MXL
Sim1871	I8_BC	I3_BC	2000000	Random	0.007	0.33	1	100	100	MXL
Sim1872	I8_BC	I3_BC	2000000	Random	0.008	0.33	1	100	100	MXL
Sim1873	I8_BC	I3_BC	2000000	Random	0.009	0.33	1	100	100	MXL
Sim1874	I8_BC	I3_BC	2000000	Random	0.01	0.33	1	100	100	MXL
Sim1875	I8_BC	I3_BC	2000000	Random	0.011	0.33	1	100	100	MXL
Sim1876	I8_BC	I3_BC	2000000	Random	0.012	0.33	1	100	100	MXL
Sim1877	I8_BC	I3_BC	2000000	Random	0.013	0.33	1	100	100	MXL
Sim1878	I8_BC	I3_BC	2000000	Random	0.014	0.33	1	100	100	MXL
Sim1879	I8_BC	I3_BC	2000000	Random	0.015	0.33	1	100	100	MXL
Sim1880	I8_BC	I3_BC	2000000	Random	0.016	0.33	1	100	100	MXL
Sim1881	I8_BC	I3_BC	2000000	Random	0.017	0.33	1	100	100	MXL
Sim1882	I8_BC	I3_BC	2000000	Random	0.018	0.33	1	100	100	MXL
Sim1883	I8_BC	I3_BC	2000000	Random	0.019	0.33	1	100	100	MXL
Sim1884	I8_BC	I3_BC	2000000	Random	0.02	0.33	1	100	100	MXL
Sim1885	I8_BC	I3_BC	2000000	Random	0.0225	0.33	1	100	100	MXL
Sim1886	I8_BC	I3_BC	2000000	Random	0.025	0.33	1	100	100	MXL
Sim1887	I8_BC	I3_BC	2000000	Random	0.0275	0.33	1	100	100	MXL
Sim1888	I8_BC	I3_BC	2000000	Random	0.03	0.33	1	100	100	MXL
Sim1889	I8_BC	I3_BC	2000000	Random	0.0325	0.33	1	100	100	MXL
Sim1890	I8_BC	I3_BC	2000000	Random	0.035	0.33	1	100	100	MXL
Sim1891	I8_BC	I3_BC	2000000	Random	0.0375	0.33	1	100	100	MXL
Sim1892	I8_BC	I3_BC	2000000	Random	0.04	0.33	1	100	100	MXL
Sim1893	I8_BC	I3_BC	2000000	Random	0.0425	0.33	1	100	100	MXL
Sim1894	I8_BC	I3_BC	2000000	Random	0.045	0.33	1	100	100	MXL
Sim1895	I8_BC	I3_BC	2000000	Random	0.0475	0.33	1	100	100	MXL
Sim1896	I8_BC	I3_BC	2000000	Random	0.05	0.33	1	100	100	MXL
Sim1897	I8_BC	I3_BC	2000000	Random	0.06	0.33	1	100	100	MXL
Sim1898	I8_BC	I3_BC	2000000	Random	0.07	0.33	1	100	100	MXL
Sim1899	I8_BC	I3_BC	2000000	Random	0.08	0.33	1	100	100	MXL
Sim1900	I8_BC	I3_BC	2000000	Random	0.09	0.33	1	100	100	MXL
Sim1901	I8_BC	I3_BC	2000000	Random	0.1	0.33	1	100	100	MXL
Sim1902	I8_BC	I3_BC	2000000	Random	0.15	0.33	1	100	100	MXL
Sim1903	I8_BC	I3_BC	2000000	Random	0.2	0.33	1	100	100	MXL
Sim1904	I8_BC	I3_BC	2000000	Random	0.25	0.33	1	100	100	MXL
